col,value
log_return,-0.19420504736855485
mom_5,-0.17651096686100992
mom_10,-0.23509830822024286
mom_20,-0.30429959946042245
vol_10,0.0035538964649923055
vol_20,0.0046697417275897105
vol_ratio,0.25523837540431454
zscore_20,-2.809614215480839
trend_50,-0.29183087807412045
vol_regime,0.33338616181003383
mom_vol_adj,-5.671618271156339
volume_shock,0.35024540928525705
ret_1,-0.08540905789066029
x_rank_mom5,0.008771929824561403
x_rank_mom20,0.008771929824561403
x_rank_trend50,0.008771929824561403
rel_mom5_spy,-0.16028847948332461
rel_mom20_spy,-0.2913722630080665
excess_ret_5,-0.1744691184600702
beta_20,-1.4598509011969376
mkt_ret_5,-0.09065038054772759
mkt_ret_20,-0.11094376650654292
breadth_20,0.07894736842105263
dispersion_20,0.0538206930771232
target,-3.0
