col,value
log_return,0.1490487857440896
mom_5,0.1607296149243131
mom_10,0.22938494336486126
mom_20,0.35561862897093727
vol_10,0.12426637331334352
vol_20,0.12735392534209958
vol_ratio,1.3868033405621647
zscore_20,2.8039649414951833
trend_50,0.30256537610795237
vol_regime,2.0276933547938008
mom_vol_adj,8.551888763127321
volume_shock,3.037849554715412
ret_1,0.07053452991699755
x_rank_mom5,1.0
x_rank_mom20,1.0
x_rank_trend50,1.0
rel_mom5_spy,0.14543493107584549
rel_mom20_spy,0.31611357054436484
excess_ret_5,0.13492300508332253
beta_20,3.8952805277228673
mkt_ret_5,0.06370725755854784
mkt_ret_20,0.12441921421326496
breadth_20,0.9157894736842105
dispersion_20,0.16751346508356738
target,3.0
